ID,ModelName,GeoBox[0],GeoBox[1],GeoBox[2],GeoBox[3],GeoBox[4],GeoBox[5],FileDataID,ObjectEffectPackageID,OverrideLootEffectScale,OverrideNameScale,Field_1_15_4_56400_006
36,World\Generic\Human\Passive Doodads\CargoBoxes\DeadMineCargoBoxes.mdx,-1.2782434,-1.1433349,-0.019199377,1.2942079,1.1195303,1.7595572,198085,0,0,0,0
39,World\Generic\Human\Passive Doodads\Chairs\GeneralChairLoEnd01.mdx,-0.9985464,-0.5532056,-0.0069886735,0.17892952,0.5532056,1.3278188,198115,0,0,0,0
41,World\Generic\ActiveDoodads\Chest03\Chest03.mdx,-0.3946011,-0.5906366,0.0050239707,0.39359954,0.5891347,0.6235575,196982,0,0,0,0
42,World\Generic\PassiveDoodads\ParticleEmitters\Bubbles01.mdx,-0.04906522,-0.026797706,-0.12109252,0.047085136,0.056470938,-0.0617915,199932,0,0,0,0
43,World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackTall01.mdx,-0.53545326,-0.23256643,-0.00065485365,0.2594887,0.61724836,0.7111038,198056,0,0,0,0
45,World\Generic\PassiveDoodads\ParticleEmitters\Blacksmith_smoke.mdx,-1.1762574,-0.0038753087,0.1678888,1.1762574,55.966156,0.16788901,199929,0,0,0,0
47,World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampSorrowRoot03.mdx,-1.292971,-1.1787139,-0.60938,1.2929713,1.8072754,3.7995737,190384,0,0,0,0
48,World\Generic\ActiveDoodads\Rocks\GemRock01.mdx,-2.012936,-2.029193,-2.3395786,1.0192996,2.0585468,3.6097102,197038,0,0,0,0
49,World\Lordaeron\TirisfalGlade\PassiveDoodads\Graves\TirisfallGraveDirtMound01.mdx,-2.1728973,-2.1873965,-0.5527104,2.192411,2.1779118,0.8319431,204112,0,0,0,0
51,World\Generic\PassiveDoodads\Furniture\Containers\TitanChest.mdx,-1.7046778,-2.409838,-0.158941,1.3534986,2.428247,2.1895323,199748,0,0,0,0
52,World\Generic\PassiveDoodads\Furniture\Containers\TitanVase01.mdx,-1.2093744,-1.2365979,-0.08822134,1.2563982,1.2291747,3.1479752,199751,0,0,0,0
53,World\Generic\PassiveDoodads\Furniture\Containers\TitanVase02.mdx,-0.68389034,-0.6969719,-0.06074598,0.73091406,0.7178324,3.1754506,199753,0,0,0,0
56,World\Generic\Dwarf\Passive Doodads\Steins\DwarvenStein02.mdx,-0.146553,-0.192744,0.00271667,0.150837,0.276062,0.632111,197552,0,0,0,0
58,World\Azeroth\Elwynn\PassiveDoodads\BattleGladeShield1\BattleGladeShield1.mdx,-0.589117,-0.742133,-0.00518,1.07557,0.462492,0.253052,189676,0,0,0,0
60,World\Azeroth\Duskwood\PassiveDoodads\Bush\Pumpkin01.mdx,-0.833388,-0.96388745,-0.42994887,0.8594232,2.474886,1.5291058,189409,0,0,0,0
63,World\Generic\Human\Passive Doodads\Flowers\FlowersBunch02.mdx,-0.215349,-0.428978,-0.114426,0.236487,0.3891,0.336756,198203,0,0,0,0
70,World\Generic\Human\Passive Doodads\Weapons&Armor\HumanMace02.mdx,-0.3698,-0.1702,-0.103035,0.989139,0.163201,0.185699,198651,0,0,0,0
90,World\Azeroth\Stranglethorn\PassiveDoodads\Waterfall\StranglethornWaterfall01.mdx,-1.5871879,-2.4194527,0,0.26826254,2.4168732,8.734192,190361,0,0,0,0
91,World\Generic\Human\Passive Doodads\Chairs\GeneralMedChair01.mdx,-0.8708253,-0.58493674,-0.1103706,0.15119167,0.5849367,1.6528472,198116,0,0,0,0
92,World\Generic\Human\Passive Doodads\Chairs\GeneralChairHighEnd01.mdx,-0.7630957,-0.80129325,-0.0023857213,0.15275413,0.80012095,2.0800388,198114,0,0,0,0
95,World\Generic\PassiveDoodads\ParticleEmitters\HouseSmoke.mdx,-1.3296757,-1.1432074,-0.060634356,1.0684416,1.150644,9.051079,199954,0,0,0,0
100,World\Generic\PassiveDoodads\Lights\Candle01.mdx,-0.11840178,-0.12108424,0,0.12145737,0.12233399,0.67923784,199806,0,0,0,0
105,World\Generic\Human\Passive Doodads\Books\BookMedium01.mdx,-0.113822,-0.222141,0.000166667,0.0984081,0.225543,0.604028,198022,0,0,0,0
107,World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackShort01.mdx,-0.53545326,-0.23256643,0,0.2594887,0.33755735,0.35005635,198055,0,0,0,0
112,World\Generic\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx,-0.3087367,-0.36066118,-0.0012088743,0.30960143,0.3533341,0.9676722,197464,0,0,0,0
113,World\Generic\PassiveDoodads\Crate02\Crate02.mdx,-0.435708,-0.763769,0.00315056,0.428922,0.764003,0.503342,199634,0,0,0,0
114,World\Generic\Human\Passive Doodads\Food&Utensils\TurkeyLeg.mdx,-0.420042,-0.193695,-0.0062525,0.433622,0.175587,0.347467,198236,0,0,0,0
119,World\Lordaeron\SilverPine\PassiveDoodads\bushes\SilverPineBush01.mdx,-3.207876,-3.2463942,-0.3306854,3.0931835,2.6796477,2.701597,203967,0,0,0,0
124,World\Azeroth\RedRidge\PassiveDoodads\RowBoat\RowBoat01.mdx,0,0,0,0,0,0,190104,0,0,0,0
130,World\Generic\Human\Passive Doodads\WeaponRacks\GeneralWeaponrack01.mdx,-0.5983708,-0.3484729,-0.12303343,0.6943012,0.70882636,2.7855022,198636,0,0,0,0
131,World\Azeroth\Elwynn\PassiveDoodads\Catapult\Catapult.mdx,-3.9378633,-4.9034715,0.012081484,5.206622,4.9364443,3.4073193,189709,0,0,0,0
133,World\Generic\PassiveDoodads\ParticleEmitters\SunkenFlame01.mdx,-0.11267951,-0.12072688,-0.025467152,0.09902535,0.10844842,-0.0004595783,199973,0,0,0,0
134,World\Azeroth\Duskwood\PassiveDoodads\Fence\RockWallRubble.mdx,-0.877033,-0.788389,0.0119842,0.393397,0.580761,0.818833,189478,0,0,0,0
137,World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf03.mdx,-0.3168598,-1.4107935,-0.01043876,0.56614923,1.3956292,3.2273853,198054,0,0,0,0
138,World\Azeroth\Westfall\PassiveDoodads\WestfallChair\WestfallChair.mdx,-0.45415366,-0.34075436,-0.015294577,0.21038967,0.29068175,0.53184336,190658,0,0,0,0
139,World\Generic\Human\Passive Doodads\Statues\StatueKhadgar.mdx,-7.5144334,-6.347859,-0.045016397,8.462882,7.2717996,28.572968,198561,0,0,0,0
148,World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampSorrowRoot02.mdx,-0.8919968,-1.0240532,-0.87577665,2.4172585,1.9083184,4.6254983,190383,0,0,0,0
150,World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer04.mdx,-0.09028915,0.08338174,3.4631574,0.0902899,1.7558646,3.9073818,198471,0,0,0,0
151,World\Generic\Human\Passive Doodads\Tables\BloodyTable1.mdx,-1.432252,-1.9918711,-0.00062179565,1.4322512,1.9918714,2.1595201,198598,0,0,0,0
153,World\Generic\Human\Passive Doodads\CatapultRuins\CatapultBall01.mdx,-1.24867,-1.24735,-1.24131,1.23395,1.23527,1.24131,198095,0,0,0,0
154,World\Generic\Human\Passive Doodads\DogHouses\DogHouse.mdx,-1.4326298,-1.0308167,-0.11037129,1.4940974,1.0489483,1.9344984,198177,0,0,0,0
155,World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnMushroom01\ElwynnMushroom01.mdx,-0.625406,-0.546408,-0.0140378,0.553417,0.423247,0.392408,189761,0,0,0,0
156,World\Generic\Human\Passive Doodads\Posters\MissingPoster01.mdx,-0.21421577,-0.5067237,-1.652187,0.11620189,0.5224805,2.4974272,198409,0,0,0,0
159,World\Generic\Human\Passive Doodads\Rugs\StormwindRug01.mdx,-1.4718332,-1.3870838,0.00020805995,1.6261322,1.417482,0.013889048,198435,0,0,0,0
163,World\Generic\Human\Passive Doodads\Scrolls\ScrollA02.mdx,-0.530711,-0.380358,0.00441861,0.517911,0.420161,0.135923,198451,0,0,0,0
164,World\Generic\Human\Passive Doodads\Scrolls\ScrollB01.mdx,-0.459739,-0.158427,0.00143889,0.444358,0.139009,0.139258,198453,0,0,0,0
166,World\Azeroth\Elwynn\PassiveDoodads\Anvil\Anvil.mdx,-0.68427306,-0.35470888,2.6970442E-06,0.7743855,0.3583924,0.9684245,189642,0,0,0,0
169,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\FLORIST01.MDX,0,0,0,0,0,0,198502,0,0,0,0
170,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\WINESHOPSIGN01.MDL,0,0,0,0,0,0,198516,0,0,0,0
174,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\ALCHEMISTSSHOP01.MDL,0,0,0,0,0,0,198484,0,0,0,0
175,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\BANK01.MDL,0,0,0,0,0,0,198490,0,0,0,0
178,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\CHEESESHOP01.MDL,0,0,0,0,0,0,198497,0,0,0,0
181,World\Generic\Human\Passive Doodads\BallandChain\BallAndChain01.mdx,-0.25952345,-0.25796086,-0.14346857,0.49095616,0.99425304,0.47267586,197946,0,0,0,0
183,World\Generic\Human\Passive Doodads\Scrolls\ScrollB03.mdx,-0.457303,-0.396272,-0.00705,0.455758,0.412792,0.147518,198455,0,0,0,0
184,World\Generic\Human\Passive Doodads\Books\BookLarge01.mdx,-0.126387,-0.337697,0.00232778,0.114266,0.350781,1.17456,198016,0,0,0,0
185,World\Generic\Human\Passive Doodads\Books\BookLarge02.mdx,-0.126514,-0.385117,0.000166667,0.114138,0.391069,1.04838,198017,0,0,0,0
186,WORLD\GENERIC\ORC\PASSIVE DOODADS\WANTEDPOSTERS\WANTEDPOSTERSCROLL01.MDL,0,0,0,0,0,0,0,0,0,0,0
187,World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf02.mdx,-0.31685978,-1.4113747,-0.0029788383,0.5661491,1.3950322,1.7811784,198053,0,0,0,0
188,World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf01.mdx,-0.31685978,-1.4066602,-0.01043876,0.56614923,1.3997624,4.0784473,198052,0,0,0,0
189,World\Generic\Human\Passive Doodads\BookShelves\AbbeyShelf01.mdx,-1.867228,-0.7809738,0.012151637,1.6888353,0.76514083,5.0730925,198047,0,0,0,0
190,World\Generic\Human\Passive Doodads\Scrolls\ScrollB02.mdx,-0.457042,-0.375353,-0.00705,0.456019,0.433708,0.147518,198454,0,0,0,0
191,World\Generic\Dwarf\Passive Doodads\Dynamite\GunShopDynamiteBundle.mdx,-0.1342969,-0.12390664,-0.00024959777,0.12521522,0.12856118,0.7525814,197331,0,0,0,0
192,World\Azeroth\Elwynn\PassiveDoodads\Campfire\ElwynnCampfire.mdx,-0.8640408,-1.0067995,-0.09937097,1.1650466,1.1288279,0.71157074,189705,0,0,0,0
193,World\Azeroth\Westfall\PassiveDoodads\Tombstones\TombStone01.mdx,-0.5762709,-1.1793534,-3.639627E-07,0.5231455,1.1873835,1.5628036,190633,0,0,0,0
194,World\Generic\Human\Passive Doodads\Braziers\HumanBrazierMagic.mdx,-1.1585795,-1.1151539,-0.04329289,1.1585795,1.1091772,0.72408235,198065,0,0,0,0
195,World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer03.mdx,-0.09028915,0.058736783,3.4631574,0.0902899,1.7312196,3.9073818,198470,0,0,0,0
196,WORLD\AZEROTH\ELWYNN\PASSIVEDOODADS\SIGNS\SHOP\HUMANBLACKSMITHSIGN.MDX,0,0,0,0,0,0,189881,0,0,0,0
197,WORLD\GENERIC\DWARF\PASSIVE DOODADS\BRAZIERS\DWARVENBRAZIER02.MDX,0,0,0,0,0,0,197293,0,0,0,0
199,World\Generic\Human\Passive Doodads\firewood\FirewoodPile01.mdx,-0.57092804,-0.78947836,-0.0009823721,1.0522184,0.53812665,0.8836773,198197,0,0,0,0
200,World\Azeroth\BurningSteppes\PassiveDoodads\Bonfire\OrcBonFire.mdx,-2.130687,-2.1428041,-0.2985512,1.6301602,1.8348958,5.421711,189118,0,0,0,0
201,World\Generic\Orc\Passive Doodads\Braziers\SmallBrazier01.mdx,-0.9925514,-1.1990261,-0.14911596,1.1980189,1.2826425,2.2369561,199136,0,0,0,0
202,World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterWood01.mdx,0,-0.3685846,-0.045258608,0.047724467,0.389017,1.1036813,199428,0,0,0,0
203,World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer05.mdx,-0.09028915,0.11499625,3.4631574,0.0902899,1.7874792,3.9073818,198472,0,0,0,0
204,World\Azeroth\BurningSteppes\PassiveDoodads\SmeltingWeapons\SmeltingWeapons.mdx,-0.743717,-1.32396,0.143212,0.713533,1.42613,0.458631,189232,0,0,0,0
205,World\Azeroth\BurningSteppes\PassiveDoodads\LavaPillar\LavaPillar01.mdx,-1.6789509,-1.928581,-1.5340749,1.6248993,1.8863757,7.6906304,189158,0,0,0,0
206,World\Azeroth\BurningSteppes\PassiveDoodads\LavaAltar\LavaAltar.mdx,-3.3043108,-5.6047444,-0.80140966,4.071695,4.6747675,2.2227182,189141,0,0,0,0
207,World\Azeroth\BurningSteppes\PassiveDoodads\LavaShrine\LavaShrine01.mdx,-3.9018364,-3.1509392,-0.40222228,3.3113976,3.0074732,8.977763,189170,0,0,0,0
208,World\Azeroth\BurningSteppes\PassiveDoodads\OrcAnvilStoneBurningSteppes\OrcAnvilStoneBurningSteppes.mdx,-0.7264455,-1.7619615,-0.0068520075,1.276919,1.3813974,1.0693972,189186,0,0,0,0
209,World\Azeroth\BurningSteppes\PassiveDoodads\OrcFoundryPit\OrcSmallFoundryPit.mdx,-0.9737494,-1.127462,0.00018586052,0.9728831,1.1203158,1.5678493,189193,0,0,0,0
210,World\Goober\G_Scroll01.mdx,-0.53071415,-0.3803626,0.004418936,0.51791304,0.42016187,0.1359228,201113,0,0,0,0
211,World\Generic\Dwarf\Passive Doodads\DwarfCorpse\CorpseSkeletonDwarf.mdx,-0.8287792,-0.77139777,-0.10610771,0.8052504,0.80772,0.34812286,197330,0,0,0,0
212,World\Azeroth\Stranglethorn\PassiveDoodads\SerpentStatue02\SerpentStatue02.mdx,-2.2397277,-0.561092,-0.06719525,1.5194793,0.561092,4.7923546,190304,0,0,0,0
213,World\Azeroth\Elwynn\PassiveDoodads\jugs\jug01.mdx,-0.25196534,-0.28850514,5.8092948E-05,0.24885838,0.28402653,0.6868394,189820,0,0,0,0
214,World\Generic\PassiveDoodads\Plaque\PlaqueBronze02.mdx,-0.000855201,-0.3555063,0.0029265024,0.06754854,0.3610328,0.42514873,199983,0,0,0,0
215,WORLD\GENERIC\PASSIVEDOODADS\MISC\WHEELBARROW\CAVEMINEWHEELBARROW01.MDX,0,0,0,0,0,0,199886,0,0,0,0
216,World\Generic\Human\Passive Doodads\Cauldrons\Cauldron.mdx,-0.80745983,-1.1218002,-0.042288035,0.9724438,0.90082675,1.5269173,198100,0,0,0,0
217,World\Azeroth\Elwynn\PassiveDoodads\Skeleton\BattleGladeSkullHumanDark.mdx,-0.196286,-0.145037,-0.0166469,0.170491,0.126421,0.208791,189896,0,0,0,0
218,World\Lordaeron\TirisfalGlade\PassiveDoodads\UtherShrine\UtherShrinePedestal.mdx,-0.31821227,-0.56979394,0.0030917062,0.3040101,0.56887287,1.1720244,204142,0,0,0,0
219,World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation06.mdx,-0.9270202,-1.4659424,-0.08687742,1.1508173,1.3528758,2.3162832,190809,0,0,0,0
220,World\Generic\Human\Passive Doodads\Scrolls\ScrollA03.mdx,-0.530711,-0.391103,0.00441861,0.517911,0.409417,0.135923,198452,0,0,0,0
221,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\TABLES\INNTABLE.MDX,0,0,0,0,0,0,198603,0,0,0,0
222,World\Generic\Human\Passive Doodads\Scrolls\ScrollMap.mdx,-0.42443988,-0.5062119,0.008783551,0.39567083,0.50496256,0.12725158,198457,0,0,0,0
223,World\Azeroth\Westfall\PassiveDoodads\WreckedRowBoat\WreckedRowBoat.mdx,-6.705458,-1.7717322,-1.9626372,2.7850718,2.238411,2.3222039,190677,0,0,0,0
224,World\Generic\Human\Passive Doodads\Food&Utensils\Haunch.mdx,-0.600928,-0.339258,-0.0474525,0.593367,0.253576,0.594942,198232,0,0,0,0
225,World\Generic\Human\Passive Doodads\Bottles\Bottle01.mdx,-0.158805,-0.156214,0.0107936,0.152793,0.159946,0.723736,198057,0,0,0,0
226,World\Azeroth\TheBlastedlands\PassiveDoodads\Bones\BlastedLandsSkull02.mdx,-0.169425,-0.167378,-0.0594225,0.311892,0.225956,0.348714,190440,0,0,0,0
227,World\Generic\Human\Passive Doodads\Altars\Altar02.mdx,-1.159475,-2.027086,-0.16426,0.9965417,2.0393112,1.1678972,197832,0,0,0,0
228,World\Generic\Human\Passive Doodads\Bottles\GreenBottle02.mdx,-0.081213005,-0.089066,-0.0013137391,0.07027412,0.0663714,0.53365207,198061,0,0,0,0
229,World\Generic\Human\Passive Doodads\Food\bread01.mdx,-0.7356397,-0.44304034,-0.048885435,0.6681913,0.42139748,0.5206123,198212,0,0,0,0
230,World\Generic\PassiveDoodads\ParticleEmitters\ShrineAuraBlue.mdx,-3.168073,-3.4398277,-0.0027077117,3.2564607,3.473341,11.632256,199969,0,0,0,0
231,WORLD\GENERIC\GNOME\ACTIVEDOODADS\GNOMEMACHINE\GNOMEMACHINE.MDX,0,0,0,0,0,0,197635,0,0,0,0
232,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\ARCHERYTARGETS\STORMWINDARCHERYTARGET01.MDX,0,0,0,0,0,0,197849,0,0,0,0
234,World\Generic\Human\Passive Doodads\Tables\DuskwoodTable01.mdx,-1.2704259,-2.1495948,-0.0010878572,1.2995033,2.0993578,1.3383653,198602,0,0,0,0
235,World\Generic\PassiveDoodads\PlainRune\Runestone.mdx,-5.102673,-5.985953,-3.0126915,5.060145,5.993897,13.010176,199976,0,0,0,0
236,World\Generic\NightElf\Passive Doodads\StoneRunes\KalidarStoneRune03.mdx,-1.0933907,-0.9710868,-0.18243767,0.7173414,1.5225626,2.4211059,198951,0,0,0,0
237,World\Generic\Human\Passive Doodads\Bottles\BottleSmoke.mdx,-0.23962566,-0.25813484,-0.0004995229,0.21219203,0.19920202,0.86232394,198058,0,0,0,0
238,World\Generic\Human\Passive Doodads\Bottles\GreenBottle01.mdx,-0.08064954,-0.53919387,-0.01617307,0.0708376,-0.044843312,0.34333378,198060,0,0,0,0
239,World\Generic\Human\Passive Doodads\Buckets\bucket.mdx,-0.48135415,-0.5392637,-0.0677329,0.47583288,0.5331991,0.84180593,198068,0,0,0,0
240,World\Generic\Human\Passive Doodads\Candelabras\GeneralCandelabra01.mdx,-0.16783424,-0.36048144,-0.0025668384,0.16784327,0.37517214,1.4357842,198076,0,0,0,0
241,World\Generic\Human\Passive Doodads\Cups\MetalCup03.mdx,-0.172105,-0.18447466,0.0001974558,0.14940603,0.15358202,1.1140472,198169,0,0,0,0
242,World\Azeroth\BootyBay\PassiveDoodad\DeadFish\FishDeadBlue.mdx,-0.13716361,-0.34277794,-0.014371823,0.17296274,0.33914033,0.16792719,189085,0,0,0,0
243,World\Goober\G_bombwagon.mdx,-3.6841435,-4.1307025,-0.10315412,4.093634,3.6470752,3.9267764,200898,0,0,0,0
244,World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation02.mdx,-0.28735203,-0.58162475,-0.23204753,0.66283447,0.53058845,1.0224377,190805,0,0,0,0
245,World\Goober\G_Cannon01.mdx,-4.724608,-2.2360842,-0.00801047,5.4779315,2.2338254,4.126441,200947,0,0,0,0
246,World\Generic\Human\Passive Doodads\Books\BookLarge03.mdx,-0.0591719,-0.168265,0.000166667,0.0589569,0.218579,1.64941,198018,0,0,0,0
247,World\Generic\NightElf\Passive Doodads\StoneRunes\KalidarStoneRune02.mdx,-1.319021,-1.9314181,-0.100238,0.8361042,1.4218318,4.4553895,198950,0,0,0,0
248,World\Lordaeron\Arathi\PassiveDoodads\Rocks\ArathiRock01.mdx,-0.87389946,-2.1033733,-0.70557576,1.0874829,1.8502036,6.399526,203668,0,0,0,0
249,World\Generic\NightElf\Passive Doodads\Ruins\NightElfRuins03.mdx,-1.2231927,-0.97411305,0,0.9717772,0.91302234,1.9032593,198836,0,0,0,0
250,World\Generic\PassiveDoodads\ParticleEmitters\DruidWisp01.mdx,-4.166667,-4.1666665,-0.5329403,4.166667,4.1666665,21.585495,199938,0,0,0,0
251,World\Azeroth\Elwynn\PassiveDoodads\Haystacks\haystack01.mdx,-0.377489,-0.723556,0,0.361372,0.718575,0.701458,189810,0,0,0,0
252,World\Generic\Dwarf\Passive Doodads\TavernStuff\GrainSacs02.mdx,-0.500943,-0.5309873,-0.034535266,1.0425191,0.92306286,1.0567876,197608,0,0,0,0
253,World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnFlower02.mdx,-0.55843467,-0.41973093,-0.04908954,0.32582977,0.4667784,0.85638773,189752,0,0,0,0
254,World\Generic\Human\Passive Doodads\Books\BookMediumOpen01.mdx,-0.301392,-0.446586,0.000336111,0.341078,0.455956,0.129496,198029,0,0,0,0
255,World\Goober\G_Book01.mdx,-0.30283165,-0.224365,-0.00039330532,0.3010158,0.22332,0.12893926,200900,0,0,0,0
256,World\Generic\NightElf\Passive Doodads\Pottery\ElvenPottery01.mdx,-0.45444453,-0.6513209,-0.05565759,0.48042658,0.68551946,2.6106722,198801,0,0,0,0
257,World\Generic\NightElf\Passive Doodads\Pottery\ElvenPottery02.mdx,-0.3167032,-0.40637532,-0.05278758,0.3426852,0.4486084,1.9087067,198802,0,0,0,0
258,World\Generic\Orc\Passive Doodads\Jars\JarOrc06.mdx,-0.249397,-0.293447,0,0.248555,0.281536,0.676136,199184,0,0,0,0
259,World\SkillActivated\Containers\TreasureChest01.mdx,-0.6564974,-0.8510136,-0.0028428712,0.6526823,0.85000587,1.3149992,219372,0,0,0,0
260,World\Generic\PassiveDoodads\ParticleEmitters\OrangeGroundFog.mdx,-9.019885,-11.080846,-3.304257,8.988398,8.973819,-1.7144448,199964,0,0,0,0
261,World\Generic\ActiveDoodads\Clam\GiantClamActive.mdx,-0.9228543,-1.2555828,-0.20187461,1.198285,1.3477038,1.3022583,196998,0,0,0,0
