ID,Name_lang,SetFlags,RequiredSkill,RequiredSkillRank,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16]
215,Dragonstalker Armor,0,0,0,16936,16935,16942,16940,16941,16939,16938,16937,0,0,0,0,0,0,0,0,0
216,The Ten Storms,0,0,0,16944,16943,16950,16945,16948,16949,16947,16946,0,0,0,0,0,0,0,0,0
217,Judgement Armor,0,0,0,16952,16951,16958,16955,16956,16954,16957,16953,0,0,0,0,0,0,0,0,0
218,Battlegear of Wrath,0,0,0,16959,16966,16964,16963,16962,16961,16965,16960,0,0,0,0,0,0,0,0,0
221,Garb of Thero-shan,0,0,0,7950,7948,7952,7951,7953,7949,0,0,0,0,0,0,0,0,0,0,0
241,Shard of the Gods,0,0,0,17082,17064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Spirit of Eskhandar,0,0,0,18203,18202,18204,18205,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Champion's Battlegear,0,0,0,16509,16510,16513,16515,16514,16516,0,0,0,0,0,0,0,0,0,0,0
282,Lieutenant Commander's Battlegear,0,0,0,16405,16406,16430,16431,16429,16432,0,0,0,0,0,0,0,0,0,0,0
301,Champion's Earthshaker,0,0,0,16519,16518,16522,16523,16521,16524,0,0,0,0,0,0,0,0,0,0,0
321,Imperial Plate,0,0,0,12424,12426,12425,12422,12427,12429,12428,0,0,0,0,0,0,0,0,0,0
341,Champion's Regalia,0,0,0,16485,16487,16491,16490,16489,16492,0,0,0,0,0,0,0,0,0,0,0
342,Champion's Raiment,0,0,0,17616,17617,17612,17611,17613,17610,0,0,0,0,0,0,0,0,0,0,0
343,Lieutenant Commander's Regalia,0,0,0,16369,16391,16413,16414,16416,16415,0,0,0,0,0,0,0,0,0,0,0
344,Lieutenant Commander's Raiment,0,0,0,17594,17596,17600,17599,17598,17601,0,0,0,0,0,0,0,0,0,0,0
345,Champion's Threads,0,0,0,17576,17577,17572,17571,17570,17573,0,0,0,0,0,0,0,0,0,0,0
346,Lieutenant Commander's Threads,0,0,0,17562,17564,17568,17567,17569,17566,0,0,0,0,0,0,0,0,0,0,0
347,Champion's Vestments,0,0,0,16498,16499,16505,16508,16506,16507,0,0,0,0,0,0,0,0,0,0,0
348,Lieutenant Commander's Vestments,0,0,0,16392,16396,16417,16419,16420,16418,0,0,0,0,0,0,0,0,0,0,0
361,Champion's Pursuit,0,0,0,16531,16530,16525,16527,16526,16528,0,0,0,0,0,0,0,0,0,0,0
362,Lieutenant Commander's Pursuit,0,0,0,16425,16426,16401,16403,16428,16427,0,0,0,0,0,0,0,0,0,0,0
381,Lieutenant Commander's Sanctuary,0,0,0,16423,16424,16422,16421,16393,16397,0,0,0,0,0,0,0,0,0,0,0
382,Champion's Sanctuary,0,0,0,16494,16496,16504,16502,16503,16501,0,0,0,0,0,0,0,0,0,0,0
383,Warlord's Battlegear,0,0,0,16541,16542,16544,16545,16548,16543,0,0,0,0,0,0,0,0,0,0,0
384,Field Marshal's Battlegear,0,0,0,16477,16478,16480,16483,16484,16479,0,0,0,0,0,0,0,0,0,0,0
386,Warlord's Earthshaker,0,0,0,16577,16578,16580,16573,16574,16579,0,0,0,0,0,0,0,0,0,0,0
387,Warlord's Regalia,0,0,0,16536,16533,16535,16539,16540,16534,0,0,0,0,0,0,0,0,0,0,0
388,Field Marshal's Regalia,0,0,0,16441,16444,16443,16437,16440,16442,0,0,0,0,0,0,0,0,0,0,0
389,Field Marshal's Raiment,0,0,0,17604,17603,17605,17608,17607,17602,0,0,0,0,0,0,0,0,0,0,0
390,Warlord's Raiment,0,0,0,17623,17625,17622,17624,17618,17620,0,0,0,0,0,0,0,0,0,0,0
391,Warlord's Threads,0,0,0,17586,17588,17593,17591,17590,17592,0,0,0,0,0,0,0,0,0,0,0
392,Field Marshal's Threads,0,0,0,17581,17580,17583,17584,17579,17578,0,0,0,0,0,0,0,0,0,0,0
393,Warlord's Vestments,0,0,0,16563,16561,16562,16564,16560,16558,0,0,0,0,0,0,0,0,0,0,0
394,Field Marshal's Vestments,0,0,0,16453,16457,16455,16446,16454,16456,0,0,0,0,0,0,0,0,0,0,0
395,Field Marshal's Pursuit,0,0,0,16466,16465,16468,16462,16463,16467,0,0,0,0,0,0,0,0,0,0,0
396,Warlord's Pursuit,0,0,0,16569,16571,16567,16565,16566,16568,0,0,0,0,0,0,0,0,0,0,0
397,Field Marshal's Sanctuary,0,0,0,16452,16451,16449,16459,16448,16450,0,0,0,0,0,0,0,0,0,0,0
398,Warlord's Sanctuary,0,0,0,16554,16555,16552,16551,16549,16550,0,0,0,0,0,0,0,0,0,0,0
401,Lieutenant Commander's Aegis,0,0,0,16410,16409,16433,16435,16434,16436,0,0,0,0,0,0,0,0,0,0,0
402,Field Marshal's Aegis,0,0,0,16473,16474,16476,16472,16471,16475,0,0,0,0,0,0,0,0,0,0,0
421,Bloodvine Garb,0,197,300,19682,19683,19684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Primal Batskin,0,165,300,19685,19687,19686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Blood Tiger Harness,0,165,300,19688,19689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Bloodsoul Embrace,0,0,0,19690,19691,19692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,The Darksoul,0,164,300,19693,19694,19695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,The Twin Blades of Hakkari,0,0,0,19865,19866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Zanzil's Concentration,0,0,0,19905,19893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Primal Blessing,0,0,0,19896,19910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Overlord's Resolution,0,0,0,19873,19912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Prayer of the Primal,0,0,0,19863,19920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Major Mojo Infusion,0,0,0,19898,19925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,The Highlander's Resolution,0,0,0,20041,20048,20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,The Highlander's Resolve,0,0,0,20042,20049,20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,The Highlander's Determination,0,0,0,20043,20050,20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,The Highlander's Fortitude,0,0,0,20044,20051,20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,The Highlander's Purpose,0,0,0,20052,20045,20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,The Highlander's Will,0,0,0,20053,20046,20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,The Highlander's Intent,0,0,0,20054,20047,20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Vindicator's Battlegear,0,0,0,19951,19577,19824,19823,19822,0,0,0,0,0,0,0,0,0,0,0,0
475,Freethinker's Armor,0,0,0,19952,19588,19827,19826,19825,0,0,0,0,0,0,0,0,0,0,0,0
476,Augur's Regalia,0,0,0,19609,19956,19830,19829,19828,0,0,0,0,0,0,0,0,0,0,0,0
477,Predator's Armor,0,0,0,19621,19953,19833,19832,19831,0,0,0,0,0,0,0,0,0,0,0,0
478,Madcap's Outfit,0,0,0,19617,19954,19836,19835,19834,0,0,0,0,0,0,0,0,0,0,0,0
479,Haruspex's Garb,0,0,0,19613,19955,19840,19839,19838,0,0,0,0,0,0,0,0,0,0,0,0
480,Confessor's Raiment,0,0,0,19594,19958,19843,19842,19841,0,0,0,0,0,0,0,0,0,0,0,0
481,Demoniac's Threads,0,0,0,19605,19957,19848,19849,20033,0,0,0,0,0,0,0,0,0,0,0,0
482,Illusionist's Attire,0,0,0,19601,19959,19846,19845,20034,0,0,0,0,0,0,0,0,0,0,0,0
483,The Defiler's Determination,0,0,0,20158,20154,20150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,The Defiler's Fortitude,0,0,0,20195,20199,20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,The Defiler's Intent,0,0,0,20176,20159,20163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,The Defiler's Purpose,0,0,0,20186,20190,20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,The Defiler's Resolution,0,0,0,20204,20208,20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,The Defiler's Will,0,0,0,20167,20171,20175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Black Dragon Mail,0,0,0,16984,15050,15052,15051,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Green Dragon Mail,0,0,0,15045,15046,20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Blue Dragon Mail,0,0,0,15048,20295,15049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Twilight Trappings,0,0,0,20406,20408,20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Genesis Raiment,0,0,0,21355,21353,21354,21356,21357,0,0,0,0,0,0,0,0,0,0,0,0
494,Symbols of Unending Life,0,0,0,21408,21409,21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Battlegear of Unyielding Strength,0,0,0,21394,21392,21393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Conqueror's Battlegear,0,0,0,21331,21329,21333,21332,0,21330,0,0,0,0,0,0,0,0,0,0,0
497,Deathdealer's Embrace,0,0,0,0,21359,21360,21361,21362,21364,0,0,0,0,0,0,0,0,0,0,0
498,Emblems of Veiled Shadows,0,0,0,21405,21406,21404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Doomcaller's Attire,0,0,0,21337,21338,21335,21334,21336,0,0,0,0,0,0,0,0,0,0,0,0
500,Implements of Unspoken Names,0,0,0,21416,21417,21418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Stormcaller's Garb,0,0,0,21372,21373,21374,21375,21376,0,0,0,0,0,0,0,0,0,0,0,0
502,Gift of the Gathering Storm,0,0,0,21400,21398,21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Enigma Vestments,0,0,0,21344,21347,21346,21343,21345,0,0,0,0,0,0,0,0,0,0,0,0
504,Trappings of Vaulted Secrets,0,0,0,21414,21413,21415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Avenger's Battlegear,0,0,0,21389,21387,21388,21390,21391,0,0,0,0,0,0,0,0,0,0,0,0
506,Battlegear of Eternal Justice,0,0,0,21397,21395,21396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Garments of the Oracle,0,0,0,21349,21350,21348,21352,21351,0,0,0,0,0,0,0,0,0,0,0,0
508,Finery of Infinite Wisdom,0,0,0,21410,21411,21412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Striker's Garb,0,0,0,21366,21365,21370,21368,21367,0,0,0,0,0,0,0,0,0,0,0,0
510,Trappings of the Unseen Path,0,0,0,21403,21401,21402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Battlegear of Heroism,0,0,0,21994,21995,21996,21997,21998,21999,22000,22001,0,0,0,0,0,0,0,0,0
512,Darkmantle Armor,0,0,0,22002,22003,22004,22005,22006,22007,22008,22009,0,0,0,0,0,0,0,0,0
513,Feralheart Raiment,0,0,0,22106,22107,22108,22109,22110,22111,22112,22113,0,0,0,0,0,0,0,0,0
514,Vestments of the Virtuous,0,0,0,22078,22079,22080,22081,22082,22083,22084,22085,0,0,0,0,0,0,0,0,0
515,Beastmaster Armor,0,0,0,22010,22011,22061,22013,22015,22016,22017,22060,0,0,0,0,0,0,0,0,0
516,Soulforge Armor,0,0,0,22086,22087,22088,22089,22090,22091,22092,22093,0,0,0,0,0,0,0,0,0
517,Sorcerer's Regalia,0,0,0,22062,22063,22064,22065,22066,22067,22068,22069,0,0,0,0,0,0,0,0,0
518,Deathmist Raiment,0,0,0,22070,22071,22072,22073,22074,22075,22076,22077,0,0,0,0,0,0,0,0,0
519,The Five Thunders,0,0,0,22095,22096,22097,22098,22099,22100,22101,22102,0,0,0,0,0,0,0,0,0
520,Ironweave Battlesuit,0,0,0,22306,22311,22313,22302,22304,22305,22303,22301,0,0,0,0,0,0,0,0,0
521,Dreamwalker Raiment,0,0,0,22492,22494,22493,22490,22489,22491,22488,22495,23064,0,0,0,0,0,0,0,0
522,Champion's Guard,0,0,0,22864,22856,22879,22880,23257,23258,0,0,0,0,0,0,0,0,0,0,0
523,Dreadnaught's Battlegear,0,0,0,22423,22416,22421,22422,22418,22417,22419,22420,0,23059,0,0,0,0,0,0,0
524,Bonescythe Armor,0,0,0,22483,22476,22481,22478,22477,22479,22480,22482,23060,0,0,0,0,0,0,0,0
525,Vestments of Faith,0,0,0,22518,22519,22514,22517,22513,22512,22516,22515,23061,0,0,0,0,0,0,0,0
526,Frostfire Regalia,0,0,0,22502,22503,22498,22501,22497,22496,22500,22499,23062,0,0,0,0,0,0,0,0
527,The Earthshatterer,0,0,0,22468,22470,22469,22466,22465,22467,22464,22471,23065,0,0,0,0,0,0,0,0
528,Redemption Armor,0,0,0,22430,22431,22426,22428,22427,22429,22425,22424,23066,0,0,0,0,0,0,0,0
529,Plagueheart Raiment,0,0,0,22510,22511,22506,22509,22505,22504,22508,22507,23063,0,0,0,0,0,0,0,0
530,Cryptstalker Armor,0,0,0,22440,22442,22441,22438,22437,22439,22436,22443,23067,0,0,0,0,0,0,0,0
533,Battlegear of Undead Slaying,0,0,0,23090,23087,23078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Undead Slayer's Armor,0,0,0,23081,23089,23093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Garb of the Undead Slayer,0,0,0,23088,23082,23092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Regalia of Undead Cleansing,0,0,0,23091,23084,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Champion's Battlearmor,0,0,0,22868,22858,22872,22873,23244,23243,0,0,0,0,0,0,0,0,0,0,0
538,Champion's Stormcaller,0,0,0,22857,22867,22876,22887,23259,23260,0,0,0,0,0,0,0,0,0,0,0
539,Champion's Refuge,0,0,0,22863,22852,22877,22878,23253,23254,0,0,0,0,0,0,0,0,0,0,0
540,Champion's Investiture,0,0,0,22869,22859,22882,22885,23261,23262,0,0,0,0,0,0,0,0,0,0,0
541,Champion's Dreadgear,0,0,0,22865,22855,23255,23256,22881,22884,0,0,0,0,0,0,0,0,0,0,0
542,Champion's Arcanum,0,0,0,22870,22860,23263,23264,22883,22886,0,0,0,0,0,0,0,0,0,0,0
543,Champion's Pursuance,0,0,0,22843,22862,23251,23252,22874,22875,0,0,0,0,0,0,0,0,0,0,0
544,Lieutenant Commander's Redoubt,0,0,0,23272,23273,23274,23275,23276,23277,0,0,0,0,0,0,0,0,0,0,0
545,Lieutenant Commander's Battlearmor,0,0,0,23300,23301,23286,23287,23314,23315,0,0,0,0,0,0,0,0,0,0,0
546,Lieutenant Commander's Arcanum,0,0,0,23304,23305,23290,23291,23318,23319,0,0,0,0,0,0,0,0,0,0,0
547,Lieutenant Commander's Dreadgear,0,0,0,23296,23297,23282,23283,23310,23311,0,0,0,0,0,0,0,0,0,0,0
548,Lieutenant Commander's Guard,0,0,0,23298,23299,23284,23285,23312,23313,0,0,0,0,0,0,0,0,0,0,0
549,Lieutenant Commander's Investiture,0,0,0,23302,23303,23288,23289,23316,23317,0,0,0,0,0,0,0,0,0,0,0
550,Lieutenant Commander's Pursuance,0,0,0,23292,23293,23278,23279,23306,23307,0,0,0,0,0,0,0,0,0,0,0
551,Lieutenant Commander's Refuge,0,0,0,23294,23295,23280,23281,23308,23309,0,0,0,0,0,0,0,0,0,0,0
1570,Twilight Invoker's Vestments,0,0,0,209683,209671,209669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,Judgement Redoubt,0,0,0,0,0,211263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,Battleplate of Might,0,0,0,0,0,211501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,Blackfathom Avenger's Mail,0,0,0,211506,211504,211505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,Blackfathom Slayer's Leather,0,0,0,211510,211511,211512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,Blackfathom Elementalist's Hide,0,0,0,211507,211508,211509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,Irradiated Garments,0,0,0,215377,215379,215378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,Insulated Leathers,0,0,0,213313,213332,213341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,Insulated Sorceror's Leathers,0,0,0,213312,213331,213342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,Hyperconductive Wizard's Attire,0,0,0,213311,213336,213329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,Hyperconductive Mender's Meditation,0,0,0,213310,213328,213337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,H.A.Z.A.R.D. Suit,0,0,0,213316,213330,213335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,Electromantic Devastator's Mail,0,0,0,213314,213339,213333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,Electromantic Stormbringer's Chain,0,0,0,213315,213334,213338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,Shockforged Warplate,0,0,0,216486,216485,216484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,Felheart of the Wicked,0,0,0,216919,216920,216921,216923,216924,216925,216922,216918,0,0,0,0,0,0,0,0,0
1618,Blood Guard's Plate,0,0,0,220803,220796,220807,220800,220801,220798,0,0,0,0,0,0,0,0,0,0,0
1619,Knight-Lieutenant's Plate,0,0,0,220794,220797,220804,220795,220806,220799,0,0,0,0,0,0,0,0,0,0,0
1620,Knight-Lieutenant's Imbued Plate,0,0,0,220810,220808,220813,220809,220811,220812,0,0,0,0,0,0,0,0,0,0,0
1621,Knight-Lieutenant's Lamellar Plate,0,0,0,220819,220818,220815,220816,220814,220817,0,0,0,0,0,0,0,0,0,0,0
1622,Blood Guard's Mail,0,0,0,220820,220823,220826,220834,220835,220831,0,0,0,0,0,0,0,0,0,0,0
1623,Blood Guard's Pulsing Mail,0,0,0,220848,220849,220844,220847,220846,220845,0,0,0,0,0,0,0,0,0,0,0
1624,Blood Guard's Inscribed Mail,0,0,0,220842,220841,220838,220839,220840,220843,0,0,0,0,0,0,0,0,0,0,0
1625,Blood Guard's Chain,0,0,0,220824,220821,220830,220836,220827,220833,0,0,0,0,0,0,0,0,0,0,0
1626,Knight-Lieutenant's Chain,0,0,0,220828,220832,220825,220822,220829,220837,0,0,0,0,0,0,0,0,0,0,0
1627,Blood Guard's Leather,0,0,0,220851,220853,220861,220857,220855,220859,0,0,0,0,0,0,0,0,0,0,0
1628,Knight-Lieutenant's Leather,0,0,0,220854,220858,220850,220852,220860,220856,0,0,0,0,0,0,0,0,0,0,0
1629,Blood Guard's Restored Leather,0,0,0,220875,220877,220885,220881,220879,220883,0,0,0,0,0,0,0,0,0,0,0
1630,Knight-Lieutenant's Restored Leather,0,0,0,220878,220882,220874,220876,220884,220880,0,0,0,0,0,0,0,0,0,0,0
1631,Blood Guard's Crackling Leather,0,0,0,220873,220871,220863,220867,220865,220869,0,0,0,0,0,0,0,0,0,0,0
1632,Knight-Lieutenant's Crackling Leather,0,0,0,220864,220868,220872,220870,220862,220866,0,0,0,0,0,0,0,0,0,0,0
1633,Blood Guard's Dreadweave,0,0,0,220907,220905,220909,220908,220906,220904,0,0,0,0,0,0,0,0,0,0,0
1634,Knight-Lieutenant's Dreadweave,0,0,0,220888,220886,220889,220887,220891,220890,0,0,0,0,0,0,0,0,0,0,0
1635,Blood Guard's Satin,0,0,0,220899,220901,220900,220898,220903,220902,0,0,0,0,0,0,0,0,0,0,0
1636,Knight Lieutenant's Satin,0,0,0,220892,220893,220896,220894,220895,220897,0,0,0,0,0,0,0,0,0,0,0
1637,Nightmare Prophet's Garb,0,0,0,220783,220781,220784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,Benevolent Prophet's Vestments,0,0,0,220683,220684,220685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,Malevolent Prophet's Vestments,0,0,0,220680,220679,220681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,Coagulate Bloodguard's Leathers,0,0,0,220779,220778,220780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,Blood Corrupted Leathers,0,0,0,220676,220678,220677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,Lost Worshipper's Armor,0,0,0,220672,220673,220675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,Exiled Prophet's Raiment,0,0,0,220669,220671,220670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,Corrupted Spiritweaver's Mail,0,0,0,220665,220663,220664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,Ostracized Berserker's Battlemail,0,0,0,220657,220658,220659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,Shunned Devotee's Chainmail,0,0,0,220660,220661,220662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,Dread Hunter's Chain,0,0,0,220666,220667,220668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,Obsessed Prophet's Plate,0,0,0,220650,220651,220652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,Wailing Berserker's Plate Armor,0,0,0,220653,220654,220656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,Banished Martyr's Full Plate,0,0,0,220642,220643,220648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,Serpent's Ascension,0,0,0,220588,220589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,Emerald Dream Plate,0,0,0,221381,221380,221379,221378,221377,221376,0,0,0,0,0,0,0,0,0,0,0
1653,Emerald Encrusted Battleplate,0,0,0,221387,221386,221385,221384,221383,221382,0,0,0,0,0,0,0,0,0,0,0
1654,Emerald Scalemail,0,0,0,221393,221392,221391,221390,221389,221388,0,0,0,0,0,0,0,0,0,0,0
1655,Emerald Laden Chain,0,0,0,221399,221398,221397,221396,221395,221394,0,0,0,0,0,0,0,0,0,0,0
1656,Emerald Chainmail,0,0,0,221405,221404,221403,221402,221401,221400,0,0,0,0,0,0,0,0,0,0,0
1657,Emerald Leathers,0,0,0,221411,221410,221409,221408,221407,221406,0,0,0,0,0,0,0,0,0,0,0
1658,Emerald Dreamkeeper Garb,0,0,0,221417,221416,221415,221414,221413,221412,0,0,0,0,0,0,0,0,0,0,0
1659,Emerald Watcher Vestments,0,0,0,221424,221423,221422,221421,221420,221419,0,0,0,0,0,0,0,0,0,0,0
1660,Emerald Enchanted Vestments,0,0,0,221431,221430,221429,221427,221426,221425,0,0,0,0,0,0,0,0,0,0,0
